Obs,ICD10,ICD10 Label,Code Valid in FY2016 (10/1/15 - 9/30/16),"FY2015 MCE Age Condition [use AGE_AT_ DIAGNOSIS]",FY2015 MCE Sex Condition,"CC Age Split  [use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
7381,T63332A,"Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",Y,,,,,88,,
7382,T63332S,"Toxic effect of venom of brown recluse spider, intentional self-harm, sequela",Y,,,,,88,,
7383,T63392A,"Toxic effect of venom of other spider, intentional self-harm, initial encounter",Y,,,,,88,,
7384,T63392S,"Toxic effect of venom of other spider, intentional self-harm, sequela",Y,,,,,88,,
7385,T63412A,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",Y,,,,,88,,
7386,T63412S,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, sequela",Y,,,,,88,,
7387,T63422A,"Toxic effect of venom of ants, intentional self-harm, initial encounter",Y,,,,,88,,
7388,T63422S,"Toxic effect of venom of ants, intentional self-harm, sequela",Y,,,,,88,,
7389,T63432A,"Toxic effect of venom of caterpillars, intentional self-harm, initial encounter",Y,,,,,88,,
7390,T63432S,"Toxic effect of venom of caterpillars, intentional self-harm, sequela",Y,,,,,88,,
7391,T63442A,"Toxic effect of venom of bees, intentional self-harm, initial encounter",Y,,,,,88,,
7392,T63442S,"Toxic effect of venom of bees, intentional self-harm, sequela",Y,,,,,88,,
7393,T63452A,"Toxic effect of venom of hornets, intentional self-harm, initial encounter",Y,,,,,88,,
7394,T63452S,"Toxic effect of venom of hornets, intentional self-harm, sequela",Y,,,,,88,,
7395,T63462A,"Toxic effect of venom of wasps, intentional self-harm, initial encounter",Y,,,,,88,,
7396,T63462S,"Toxic effect of venom of wasps, intentional self-harm, sequela",Y,,,,,88,,
7397,T63482A,"Toxic effect of venom of other arthropod, intentional self-harm, initial encounter",Y,,,,,88,,
7398,T63482S,"Toxic effect of venom of other arthropod, intentional self-harm, sequela",Y,,,,,88,,
7399,T63512A,"Toxic effect of contact with stingray, intentional self-harm, initial encounter",Y,,,,,88,,
7400,T63512S,"Toxic effect of contact with stingray, intentional self-harm, sequela",Y,,,,,88,,
7401,T63592A,"Toxic effect of contact with other venomous fish, intentional self-harm, initial encounter",Y,,,,,88,,
7402,T63592S,"Toxic effect of contact with other venomous fish, intentional self-harm, sequela",Y,,,,,88,,
7403,T63612A,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, initial encounter",Y,,,,,88,,
7404,T63612S,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, sequela",Y,,,,,88,,
7405,T63622A,"Toxic effect of contact with other jellyfish, intentional self-harm, initial encounter",Y,,,,,88,,
7406,T63622S,"Toxic effect of contact with other jellyfish, intentional self-harm, sequela",Y,,,,,88,,
7407,T63632A,"Toxic effect of contact with sea anemone, intentional self-harm, initial encounter",Y,,,,,88,,
7408,T63632S,"Toxic effect of contact with sea anemone, intentional self-harm, sequela",Y,,,,,88,,
7409,T63692A,"Toxic effect of contact with other venomous marine animals, intentional self-harm, initial encounter",Y,,,,,88,,
7410,T63692S,"Toxic effect of contact with other venomous marine animals, intentional self-harm, sequela",Y,,,,,88,,
7411,T63712A,"Toxic effect of contact with venomous marine plant, intentional self-harm, initial encounter",Y,,,,,88,,
7412,T63712S,"Toxic effect of contact with venomous marine plant, intentional self-harm, sequela",Y,,,,,88,,
7413,T63792A,"Toxic effect of contact with other venomous plant, intentional self-harm, initial encounter",Y,,,,,88,,
7414,T63792S,"Toxic effect of contact with other venomous plant, intentional self-harm, sequela",Y,,,,,88,,
7415,T63812A,"Toxic effect of contact with venomous frog, intentional self-harm, initial encounter",Y,,,,,88,,
7416,T63812S,"Toxic effect of contact with venomous frog, intentional self-harm, sequela",Y,,,,,88,,
7417,T63822A,"Toxic effect of contact with venomous toad, intentional self-harm, initial encounter",Y,,,,,88,,
7418,T63822S,"Toxic effect of contact with venomous toad, intentional self-harm, sequela",Y,,,,,88,,
7419,T63832A,"Toxic effect of contact with other venomous amphibian, intentional self-harm, initial encounter",Y,,,,,88,,
7420,T63832S,"Toxic effect of contact with other venomous amphibian, intentional self-harm, sequela",Y,,,,,88,,
7421,T63892A,"Toxic effect of contact with other venomous animals, intentional self-harm, initial encounter",Y,,,,,88,,
7422,T63892S,"Toxic effect of contact with other venomous animals, intentional self-harm, sequela",Y,,,,,88,,
7423,T6392XA,"Toxic effect of contact with unspecified venomous animal, intentional self-harm, initial encounter",Y,,,,,88,,
7424,T6392XS,"Toxic effect of contact with unspecified venomous animal, intentional self-harm, sequela",Y,,,,,88,,
7425,T6402XA,"Toxic effect of aflatoxin, intentional self-harm, initial encounter",Y,,,,,88,,
7426,T6402XS,"Toxic effect of aflatoxin, intentional self-harm, sequela",Y,,,,,88,,
7427,T6482XA,"Toxic effect of other mycotoxin food contaminants, intentional self-harm, initial encounter",Y,,,,,88,,
7428,T6482XS,"Toxic effect of other mycotoxin food contaminants, intentional self-harm, sequela",Y,,,,,88,,
7429,T650X2A,"Toxic effect of cyanides, intentional self-harm, initial encounter",Y,,,,,88,,
7430,T650X2S,"Toxic effect of cyanides, intentional self-harm, sequela",Y,,,,,88,,
7431,T651X2A,"Toxic effect of strychnine and its salts, intentional self-harm, initial encounter",Y,,,,,88,,
7432,T651X2S,"Toxic effect of strychnine and its salts, intentional self-harm, sequela",Y,,,,,88,,
7433,T65212A,"Toxic effect of chewing tobacco, intentional self-harm, initial encounter",Y,,,,,88,,
7434,T65212S,"Toxic effect of chewing tobacco, intentional self-harm, sequela",Y,,,,,88,,
7435,T65222A,"Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter",Y,,,,,88,,
7436,T65222S,"Toxic effect of tobacco cigarettes, intentional self-harm, sequela",Y,,,,,88,,
7437,T65292A,"Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter",Y,,,,,88,,
7438,T65292S,"Toxic effect of other tobacco and nicotine, intentional self-harm, sequela",Y,,,,,88,,
7439,T653X2A,"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, initial encounter",Y,,,,,88,,
7440,T653X2S,"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, sequela",Y,,,,,88,,
7441,T654X2A,"Toxic effect of carbon disulfide, intentional self-harm, initial encounter",Y,,,,,88,,
7442,T654X2S,"Toxic effect of carbon disulfide, intentional self-harm, sequela",Y,,,,,88,,
7443,T655X2A,"Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, initial encounter",Y,,,,,88,,
7444,T655X2S,"Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, sequela",Y,,,,,88,,
7445,T656X2A,"Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm, initial encounter",Y,,,,,88,,
7446,T656X2S,"Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm, sequela",Y,,,,,88,,
7447,T65812A,"Toxic effect of latex, intentional self-harm, initial encounter",Y,,,,,88,,
7448,T65812S,"Toxic effect of latex, intentional self-harm, sequela",Y,,,,,88,,
7449,T65822A,"Toxic effect of harmful algae and algae toxins, intentional self-harm, initial encounter",Y,,,,,88,,
7450,T65822S,"Toxic effect of harmful algae and algae toxins, intentional self-harm, sequela",Y,,,,,88,,
7451,T65832A,"Toxic effect of fiberglass, intentional self-harm, initial encounter",Y,,,,,88,,
7452,T65832S,"Toxic effect of fiberglass, intentional self-harm, sequela",Y,,,,,88,,
7453,T65892A,"Toxic effect of other specified substances, intentional self-harm, initial encounter",Y,,,,,88,,
7454,T65892S,"Toxic effect of other specified substances, intentional self-harm, sequela",Y,,,,,88,,
7455,T6592XA,"Toxic effect of unspecified substance, intentional self-harm, initial encounter",Y,,,,,88,,
7456,T6592XS,"Toxic effect of unspecified substance, intentional self-harm, sequela",Y,,,,,88,,
7457,T71112A,"Asphyxiation due to smothering under pillow, intentional self-harm, initial encounter",Y,,,,,88,,
7458,T71112S,"Asphyxiation due to smothering under pillow, intentional self-harm, sequela",Y,,,,,88,,
7459,T71122A,"Asphyxiation due to plastic bag, intentional self-harm, initial encounter",Y,,,,,88,,
7460,T71122S,"Asphyxiation due to plastic bag, intentional self-harm, sequela",Y,,,,,88,,
7461,T71132A,"Asphyxiation due to being trapped in bed linens, intentional self-harm, initial encounter",Y,,,,,88,,
7462,T71132S,"Asphyxiation due to being trapped in bed linens, intentional self-harm, sequela",Y,,,,,88,,
7463,T71152A,"Asphyxiation due to smothering in furniture, intentional self-harm, initial encounter",Y,,,,,88,,
7464,T71152S,"Asphyxiation due to smothering in furniture, intentional self-harm, sequela",Y,,,,,88,,
7465,T71162A,"Asphyxiation due to hanging, intentional self-harm, initial encounter",Y,,,,,88,,
7466,T71162S,"Asphyxiation due to hanging, intentional self-harm, sequela",Y,,,,,88,,
7467,T71192A,"Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm, initial encounter",Y,,,,,88,,
7468,T71192S,"Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm, sequela",Y,,,,,88,,
7469,T71222A,"Asphyxiation due to being trapped in a car trunk, intentional self-harm, initial encounter",Y,,,,,88,,
7470,T71222S,"Asphyxiation due to being trapped in a car trunk, intentional self-harm, sequela",Y,,,,,88,,
7471,T71232A,"Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm, initial encounter",Y,,,,,88,,
7472,T71232S,"Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm, sequela",Y,,,,,88,,
7473,T790XXA,"Air embolism (traumatic), initial encounter",Y,,,,,154,,
7474,T791XXA,"Fat embolism (traumatic), initial encounter",Y,,,,,154,,
7475,T794XXA,"Traumatic shock, initial encounter",Y,,,,,127,,
7476,T8600,Unspecified complication of bone marrow transplant,Y,,,,,251,,
7477,T8601,Bone marrow transplant rejection,Y,,,,,251,,
7478,T8602,Bone marrow transplant failure,Y,,,,,251,,
7479,T8603,Bone marrow transplant infection,Y,,,,,251,,
7480,T8609,Other complications of bone marrow transplant,Y,,,,,251,,
7481,T8610,Unspecified complication of kidney transplant,Y,,,,,183,,
7482,T8611,Kidney transplant rejection,Y,,,,,183,,
7483,T8612,Kidney transplant failure,Y,,,,,183,,
7484,T8613,Kidney transplant infection,Y,,,,,183,,
7485,T8619,Other complication of kidney transplant,Y,,,,,183,,
7486,T8620,Unspecified complication of heart transplant,Y,,,,,129,,
7487,T8621,Heart transplant rejection,Y,,,,,129,,
7488,T8622,Heart transplant failure,Y,,,,,129,,
7489,T8623,Heart transplant infection,Y,,,,,129,,
7490,T86290,Cardiac allograft vasculopathy,Y,,,,,129,,
7491,T86298,Other complications of heart transplant,Y,,,,,129,,
7492,T8630,Unspecified complication of heart-lung transplant,Y,,,,,129,158,
7493,T8631,Heart-lung transplant rejection,Y,,,,,129,158,
7494,T8632,Heart-lung transplant failure,Y,,,,,129,158,
7495,T8633,Heart-lung transplant infection,Y,,,,,129,158,
7496,T8639,Other complications of heart-lung transplant,Y,,,,,129,158,
7497,T8640,Unspecified complication of liver transplant,Y,,,,,34,,
7498,T8641,Liver transplant rejection,Y,,,,,34,,
7499,T8642,Liver transplant failure,Y,,,,,34,,
7500,T8643,Liver transplant infection,Y,,,,,34,,
7501,T8649,Other complications of liver transplant,Y,,,,,34,,
7502,T865,Complications of stem cell transplant,Y,,,,,251,,
7503,T86810,Lung transplant rejection,Y,,,,,158,,
7504,T86811,Lung transplant failure,Y,,,,,158,,
7505,T86812,Lung transplant infection,Y,,,,,158,,
7506,T86818,Other complications of lung transplant,Y,,,,,158,,
7507,T86819,Unspecified complication of lung transplant,Y,,,,,158,,
7508,T86850,Intestine transplant rejection,Y,,,,,41,,
7509,T86851,Intestine transplant failure,Y,,,,,41,,
7510,T86852,Intestine transplant infection,Y,,,,,41,,
7511,T86858,Other complications of intestine transplant,Y,,,,,41,,
7512,T86859,Unspecified complication of intestine transplant,Y,,,,,41,,
7513,T8730,"Neuroma of amputation stump, unspecified extremity",Y,,,,,254,,
7514,T8731,"Neuroma of amputation stump, right upper extremity",Y,,,,,254,,
7515,T8732,"Neuroma of amputation stump, left upper extremity",Y,,,,,254,,
7516,T8733,"Neuroma of amputation stump, right lower extremity",Y,,,,,254,,
7517,T8734,"Neuroma of amputation stump, left lower extremity",Y,,,,,254,,
7518,T8740,"Infection of amputation stump, unspecified extremity",Y,,,,,254,,
7519,T8741,"Infection of amputation stump, right upper extremity",Y,,,,,254,,
7520,T8742,"Infection of amputation stump, left upper extremity",Y,,,,,254,,
7521,T8743,"Infection of amputation stump, right lower extremity",Y,,,,,254,,
7522,T8744,"Infection of amputation stump, left lower extremity",Y,,,,,254,,
7523,T8750,"Necrosis of amputation stump, unspecified extremity",Y,,,,,254,,
7524,T8751,"Necrosis of amputation stump, right upper extremity",Y,,,,,254,,
7525,T8752,"Necrosis of amputation stump, left upper extremity",Y,,,,,254,,
7526,T8753,"Necrosis of amputation stump, right lower extremity",Y,,,,,254,,
7527,T8754,"Necrosis of amputation stump, left lower extremity",Y,,,,,254,,
7528,T8781,Dehiscence of amputation stump,Y,,,,,254,,
7529,T8789,Other complications of amputation stump,Y,,,,,254,,
7530,T879,Unspecified complications of amputation stump,Y,,,,,254,,
7531,X710XXA,"Intentional self-harm by drowning and submersion while in bathtub, initial encounter",Y,,,,,88,,
7532,X710XXD,"Intentional self-harm by drowning and submersion while in bathtub, subsequent encounter",Y,,,,,88,,
7533,X710XXS,"Intentional self-harm by drowning and submersion while in bathtub, sequela",Y,,,,,88,,
7534,X711XXA,"Intentional self-harm by drowning and submersion while in swimming pool, initial encounter",Y,,,,,88,,
7535,X711XXD,"Intentional self-harm by drowning and submersion while in swimming pool, subsequent encounter",Y,,,,,88,,
7536,X711XXS,"Intentional self-harm by drowning and submersion while in swimming pool, sequela",Y,,,,,88,,
7537,X712XXA,"Intentional self-harm by drowning and submersion after jump into swimming pool, initial encounter",Y,,,,,88,,
7538,X712XXD,"Intentional self-harm by drowning and submersion after jump into swimming pool, subsequent encounter",Y,,,,,88,,
7539,X712XXS,"Intentional self-harm by drowning and submersion after jump into swimming pool, sequela",Y,,,,,88,,
7540,X713XXA,"Intentional self-harm by drowning and submersion in natural water, initial encounter",Y,,,,,88,,
7541,X713XXD,"Intentional self-harm by drowning and submersion in natural water, subsequent encounter",Y,,,,,88,,
7542,X713XXS,"Intentional self-harm by drowning and submersion in natural water, sequela",Y,,,,,88,,
7543,X718XXA,"Other intentional self-harm by drowning and submersion, initial encounter",Y,,,,,88,,
7544,X718XXD,"Other intentional self-harm by drowning and submersion, subsequent encounter",Y,,,,,88,,
7545,X718XXS,"Other intentional self-harm by drowning and submersion, sequela",Y,,,,,88,,
7546,X719XXA,"Intentional self-harm by drowning and submersion, unspecified, initial encounter",Y,,,,,88,,
7547,X719XXD,"Intentional self-harm by drowning and submersion, unspecified, subsequent encounter",Y,,,,,88,,
7548,X719XXS,"Intentional self-harm by drowning and submersion, unspecified, sequela",Y,,,,,88,,
7549,X72XXXA,"Intentional self-harm by handgun discharge, initial encounter",Y,,,,,88,,
7550,X72XXXD,"Intentional self-harm by handgun discharge, subsequent encounter",Y,,,,,88,,
7551,X72XXXS,"Intentional self-harm by handgun discharge, sequela",Y,,,,,88,,
7552,X730XXA,"Intentional self-harm by shotgun discharge, initial encounter",Y,,,,,88,,
7553,X730XXD,"Intentional self-harm by shotgun discharge, subsequent encounter",Y,,,,,88,,
